ids;naming_set;tablas;subset;datavaluespath;values;datavaluescolumn;datavaluessubset;ID RULE;CATALOG (TAXONOMY/STATIC) (3.5-6.1-6.10);Frequency of measurement;Subset;DEFINITION PERIOD;PUBLICATION DATE;STATUS DEVELOPMENT;STATUS IMPLANTATION;Parameters;datavaluespath_str;datavaluessubset_gcatalogid;datavaluessubset_gffrequencytype
GL_DOM_t_rzua_sust_operations_eod_3.5_006;{'gf_sustainability_category_id'};t_rzua_sust_operations_eod;gf_sustainability_mark_id = 'RBSO' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBSO' and gf_frequency_type='D' and gf_catalog_atrb_val1_name = 'RBSO' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_eod_3.5_006;RBSO;Daily;"gf_sustainability_mark_id es igual a RBSO y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBSO;D
GL_DOM_t_rzua_sust_operations_eod_3.5_007;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations_eod;gf_sustainability_mark_id = 'C593' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C593' and gf_frequency_type='D' and gf_catalog_atrb_val1_name != 'C593' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_eod_3.5_007;"C593
";Daily;"gf_sustainability_mark_id igual a C593 y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C593;D
GL_DOM_t_rzua_sust_operations_eod_3.5_008;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations_eod;gf_sustainability_mark_id = 'RBCR' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBCR' and gf_frequency_type='D' and gf_catalog_atrb_val1_name != 'RBCR' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_eod_3.5_008;RBCR;Daily;"gf_sustainability_mark_id igual a RBCR y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBCR;D
GL_DOM_t_rzua_sust_operations_eod_3.5_009;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations_eod;gf_sustainability_mark_id = 'RBES' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBES' and gf_frequency_type='D' and gf_catalog_atrb_val1_name != 'RBES' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_eod_3.5_009;RBES;Daily;"gf_sustainability_mark_id igual a RBES y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBES;D
GL_DOM_t_rzua_sust_operations_eod_3.5_010;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations_eod;gf_sustainability_mark_id = 'RBGR' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBGR' and gf_frequency_type='D' and gf_catalog_atrb_val1_name != 'RBGR' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_eod_3.5_010;RBGR;Daily;"gf_sustainability_mark_id es igual a RBGR y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBGR;D
GL_DOM_t_rzua_sust_operations_eod_3.5_011;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations_eod;gf_sustainability_mark_id = 'RBOI' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBOI' and gf_frequency_type='D' and gf_catalog_atrb_val1_name != 'RBOI' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_eod_3.5_011;RBOI;Daily;"gf_sustainability_mark_id es igual a RBOI y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBOI;D
GL_DOM_t_rzua_sust_operations_eod_3.5_012;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations_eod;gf_sustainability_mark_id = 'RBSO' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBSO' and gf_frequency_type='D' and gf_catalog_atrb_val1_name != 'RBSO' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_eod_3.5_012;RBSO;Daily;"gf_sustainability_mark_id es igual a RBSO y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBSO;D
GL_DOM_t_rzua_sust_operations_3.5_001;{'gf_sustainability_mark_id'};t_rzua_sust_operations;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='SUST' and gf_frequency_type='M' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_001;SUST;Monthly;;1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;SUST;M
GL_DOM_t_rzua_sust_operations_3.5_002;{'gf_sustainability_category_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'C593' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C593' and gf_frequency_type='M' and gf_catalog_atrb_val1_name = 'C593' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_002;C593;Monthly;"gf_sustainability_mark_id igual a C593 y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C593;M
GL_DOM_t_rzua_sust_operations_3.5_003;{'gf_sustainability_category_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBCR' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBCR' and gf_frequency_type='M' and gf_catalog_atrb_val1_name = 'RBCR' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_003;RBCR;Monthly;"gf_sustainability_mark_id igual a RBCR y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBCR;M
GL_DOM_t_rzua_sust_operations_3.5_004;{'gf_sustainability_category_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBES' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBES' and gf_frequency_type='M' and gf_catalog_atrb_val1_name = 'RBES' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_004;RBES;Monthly;"gf_sustainability_mark_id igual a RBES y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBES;M
GL_DOM_t_rzua_sust_operations_3.5_005;{'gf_sustainability_category_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBGR' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBGR' and gf_frequency_type='M' and gf_catalog_atrb_val1_name = 'RBGR' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_005;RBGR;Monthly;"gf_sustainability_mark_id es igual a RBGR y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBGR;M
GL_DOM_t_rzua_sust_operations_3.5_006;{'gf_sustainability_category_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBOI' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBOI' and gf_frequency_type='M' and gf_catalog_atrb_val1_name = 'RBOI' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_006;RBOI;Monthly;"gf_sustainability_mark_id es igual a RBOI y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBOI;M
GL_DOM_t_rzua_sust_operations_3.5_007;{'gf_sustainability_category_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBSO' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBSO' and gf_frequency_type='M' and gf_catalog_atrb_val1_name = 'RBSO' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_007;RBSO;Monthly;"gf_sustainability_mark_id es igual a RBSO y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBSO;M
GL_DOM_t_rzua_sust_operations_3.5_008;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'C593' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C593' and gf_frequency_type='M' and gf_catalog_atrb_val1_name != 'C593' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_008;C593;Monthly;"gf_sustainability_mark_id igual a C593 y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C593;M
GL_DOM_t_rzua_sust_operations_3.5_009;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBCR' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBCR' and gf_frequency_type='M' and gf_catalog_atrb_val1_name != 'RBCR' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_009;RBCR;Monthly;"gf_sustainability_mark_id igual a RBCR y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBCR;M
GL_DOM_t_rzua_sust_operations_3.5_010;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBES' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBES' and gf_frequency_type='M' and gf_catalog_atrb_val1_name != 'RBES' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_010;RBES;Monthly;"gf_sustainability_mark_id igual a RBES y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBES;M
GL_DOM_t_rzua_sust_operations_3.5_011;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBGR' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id = 'RBGR' and gf_frequency_type = 'M' and gf_catalog_atrb_val1_name != 'RBGR' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_011;RBGR;Monthly;"gf_sustainability_mark_id es igual a RBGR y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBGR;M
GL_DOM_t_rzua_sust_operations_3.5_012;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBOI' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBOI' and gf_frequency_type='M' and gf_catalog_atrb_val1_name != 'RBOI' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_012;RBOI;Monthly;"gf_sustainability_mark_id es igual a RBOI y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBOI;M
GL_DOM_t_rzua_sust_operations_3.5_013;{'gf_sustainability_subcatg_id'};t_rzua_sust_operations;gf_sustainability_mark_id = 'RBSO' and (date_format(gf_acquisition_sust_data_date, 'y M') = date_format('CUTOFF_DATE', 'y M'));['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBSO' and gf_frequency_type='M' and gf_catalog_atrb_val1_name != 'RBSO' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_013;RBSO;Monthly;"gf_sustainability_mark_id es igual a RBSO y gf_acquisition_sust_data_date
mismo mes que gf_cutoff_date";1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBSO;M
GL_DOM_t_rzua_sust_operations_3.5_014;{'g_country_id'};t_rzua_sust_operations;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='M' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_014;C245;Monthly;;1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;M
GL_DOM_t_rzua_sust_operations_3.5_015;{'g_sust_status_oper_type'};t_rzua_sust_operations;g_sust_status_oper_type is not null and g_sust_status_oper_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A618' and gf_frequency_type='M' and g_catalog_situtn_type = 'A' and gf_cutoff_date='CUTOFF_DATE';GL_DOM_t_rzua_sust_operations_3.5_015;A618;Monthly;Si el campo (g_sust_status_oper_type) es distinto a NULL o vacío;1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A618;M
GL_DOM_t_tdi3_communication_3.5_000;{'g_communication_purp_type'};t_tdi3_communication;g_communication_purp_type is not null and g_communication_purp_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C444' and gf_frequency_type='D';GL_DOM_t_tdi3_communication_3.5_000;C444;Daily;Distinto de Null o vacío;1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C444;D
GL_DOM_t_tdi3_communication_3.5_007;{'g_information_platform_type'};t_tdi3_communication;g_information_platform_type is not null and g_information_platform_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C448' and gf_frequency_type='D';GL_DOM_t_tdi3_communication_3.5_007;C448;Daily;Distinto de Null o vacío;1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C448;D
GL_DOM_t_tdi3_communication_3.5_012;{'g_cmun_product_category_type'};t_tdi3_communication;g_cmun_product_category_type is not null and g_cmun_product_category_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A988' and gf_frequency_type='D';GL_DOM_t_tdi3_communication_3.5_012;A988;Daily;Distinto de Null o vacío;1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A988;D
GL_DOM_t_tdi3_tracking_code_3.5_001;{'g_information_platform_type'};t_tdi3_tracking_code;g_information_platform_type is not null and g_information_platform_type != '';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C448' and gf_frequency_type='D';GL_DOM_t_tdi3_tracking_code_3.5_001;C448;Daily;Distinto de Null o vacío;1Q25;Feb_2025;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C448;D
