period_month,ug_name,uol1_name,uol2_name,servicel1_name,servicel2_name,uuaa_list,repo,repository_url,kind,branch_from,branch_to,first_contribution_date,PR_closed_date,integration_time (min)
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kstb_app-id-1919198_dsg/uwuod_datio_kstb_operations_board,https://globaldevtools.bbva.com/bitbucket/projects/GL_KSTB_APP-ID-1919198_DSG/repos/uwuod_datio_kstb_operations_board/browse,dataproc.jobs.import,feature/add-unit-tests,develop,"23 jul 2025, 10:05:36","23 jul 2025, 10:40:31",34
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kstb_app-id-1919198_dsg/uwuod_datio_kstb_operations_board,https://globaldevtools.bbva.com/bitbucket/projects/GL_KSTB_APP-ID-1919198_DSG/repos/uwuod_datio_kstb_operations_board/browse,dataproc.jobs.import,feature/use-sonarqube-10,develop,"14 jul 2025, 7:26:02","14 jul 2025, 8:18:37",52
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_g5m3_app-id-23164_dsg/gl-cs-360-gdh-scl-sosteniblidad,https://globaldevtools.bbva.com/bitbucket/projects/GL_G5M3_APP-ID-23164_DSG/repos/gl-cs-360-gdh-scl-sosteniblidad/browse,datio.job,feature/DECSCLIENT-3235,develop,"2 jul 2025, 11:01:28","2 jul 2025, 11:22:24",20
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_g5m3_app-id-23164_dsg/gl-cs-360-gdh-scl-sosteniblidad,https://globaldevtools.bbva.com/bitbucket/projects/GL_G5M3_APP-ID-23164_DSG/repos/gl-cs-360-gdh-scl-sosteniblidad/browse,datio.job,feature/DECSCLIENT-3235,develop,"2 jul 2025, 13:17:58","3 jul 2025, 7:23:15",1085
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kctd_app-id-17832_dsg/komn_kctd_adobe_analytics,https://globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/komn_kctd_adobe_analytics/browse,dataproc.jobs.import,feature/nulls-digital-interaction,develop,"4 jul 2025, 6:42:03","4 jul 2025, 7:45:40",63
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_ejb6_app-id-169045_dsg/c360_datio_ejb6_ingestion,https://globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/c360_datio_ejb6_ingestion/browse,dataproc.jobs.import,feature/format-repo,develop,"7 jul 2025, 9:55:07","7 jul 2025, 10:10:04",14
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_ejb6_app-id-169045_dsg/c360_datio_ejb6_ingestion,https://globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/c360_datio_ejb6_ingestion/browse,dataproc.jobs.import,feature/update-gitignore,develop,null,"2 jul 2025, 10:11:34",null
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_ejb6_app-id-169045_dsg/c360_datio_ejb6_ingestion,https://globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/c360_datio_ejb6_ingestion/browse,dataproc.jobs.import,feature/format-repo,develop,"10 jul 2025, 11:29:12","10 jul 2025, 11:33:36",4
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_ejb6_app-id-169045_dsg/c360_datio_ejb6_ingestion,https://globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/c360_datio_ejb6_ingestion/browse,dataproc.jobs.import,feature/CambioEstructura,develop,"23 jun 2025, 12:23:32","1 jul 2025, 10:29:33",8526
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_ejb6_app-id-169045_dsg/c360_datio_ejb6_ingestion,https://globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/c360_datio_ejb6_ingestion/browse,dataproc.jobs.import,feature/update-gitignore,develop,"22 jul 2025, 8:10:16","22 jul 2025, 8:14:27",4
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_fzpd_app-id-2125440_dsg/gl-cs-360-gdh-inq,https://globaldevtools.bbva.com/bitbucket/projects/GL_FZPD_APP-ID-2125440_DSG/repos/gl-cs-360-gdh-inq/browse,dataproc.jobs,feature/NuevoDesarrollo,develop,"14 jul 2025, 11:40:19","15 jul 2025, 6:55:26",1155
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_fzpd_app-id-2125440_dsg/gl-cs-360-gdh-inq,https://globaldevtools.bbva.com/bitbucket/projects/GL_FZPD_APP-ID-2125440_DSG/repos/gl-cs-360-gdh-inq/browse,dataproc.jobs,feature/NuevoDesarrollo,develop,"15 jul 2025, 7:05:05","15 jul 2025, 8:42:04",96
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kcpg_app-id-26206_dsg/gl_dh_adv_gdh_scl_budgetprogress,https://globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/gl_dh_adv_gdh_scl_budgetprogress/browse,dataproc.jobs,feature/pk-change,develop,"21 jul 2025, 9:43:23","21 jul 2025, 10:08:19",24
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_g5m3_app-id-23164_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_G5M3_APP-ID-23164_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/MVP_3Q25_c360_17_07_2025,develop,"28 jul 2025, 8:02:04","28 jul 2025, 8:19:57",17
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_g5m3_app-id-23164_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_G5M3_APP-ID-23164_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/repo-maintenance,develop,"8 jul 2025, 20:51:56","9 jul 2025, 11:29:02",877
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_g5m3_app-id-23164_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_G5M3_APP-ID-23164_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/MVP_3Q25_c360_18_06_2025,develop,"30 jun 2025, 11:47:06","3 jul 2025, 9:53:12",4206
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_g5m3_app-id-23164_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_G5M3_APP-ID-23164_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/update-gitignore,develop,"9 jul 2025, 11:50:16","9 jul 2025, 12:04:14",13
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kctd_app-id-17832_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/repo-maintenance,develop,"8 jul 2025, 20:52:14","9 jul 2025, 11:28:52",876
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kctd_app-id-17832_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/update-gitignore,develop,"9 jul 2025, 11:50:18","9 jul 2025, 12:03:18",12
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kctd_app-id-17832_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/MVP_3Q25_c360_18_06_2025,develop,"27 jun 2025, 8:23:40","3 jul 2025, 9:53:20",5849
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kwth_app-id-21839_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/MVP_3Q25_c360_10_07_2025,develop,"17 jul 2025, 8:24:34","17 jul 2025, 10:35:28",130
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_kwth_app-id-21839_dsg/glgldh360gloqlt,https://globaldevtools.bbva.com/bitbucket/projects/GL_KWTH_APP-ID-21839_DSG/repos/glgldh360gloqlt/browse,dataproc.jobs,feature/MVP_3Q25_c360_10_07_2025,develop,"23 jul 2025, 6:57:19","23 jul 2025, 8:27:31",90
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_katc_app-id-24547_dsg/c360_datio_katc_ingestion,https://globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/c360_datio_katc_ingestion/browse,dataproc.jobs.import,feature/FixIncidencia,develop,"18 jul 2025, 6:20:17","18 jul 2025, 7:02:21",42
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_katc_app-id-24547_dsg/c360_datio_katc_ingestion,https://globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/c360_datio_katc_ingestion/browse,dataproc.jobs.import,feature/FixIncidencia,develop,"21 jul 2025, 6:31:54","21 jul 2025, 9:45:04",193
1 jul 2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,CS INGESTAS,CS CLIENT-360,B0HN0005|B0HN0006|CGJ70000|CMOV0000|CTAR0000|DTAU0000|EJB60000|FZPD0000|G5M30005|J7IL0004|KATC0001|KCDG0000|KCEG0005|KCPG0000|KCTD0000|KFCM0000|KMIG0004|KNFA0001|KPAN0001|KSRR0000|KSTB0000|KSZG0000|KUSU0001|KWTH0000|L9CT0000|L9SV0000|NM7R0000|NOLS0000|P68X0000|P6R10000|RE4M0000|RZUA0005|SCAT0000|TDI30000|TLHR0000,globaldevtools.bbva.com/gl_l9ct_app-id-219787_dsg/gl-cs-360-gdh-job,https://globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/gl-cs-360-gdh-job/browse,dataproc.jobs,feature/sbti,develop,"10 jul 2025, 14:45:46","10 jul 2025, 16:44:01",118
